C_LOC_MEV;NOMBRE DEL PROGRAMA;PROGRAMA;PROGRAMA II;ENTREGADA;AÑO;N;TP;PU;AR;UP;MP
15822;BIASSINI III;NÚCLEO;NÚCLEO;22/06/2002;2002;51;0;0;0;0;0
15822;BIASSINI UP I;UP;UP;22/06/2002;2002;0;0;0;0;1;0
2927;PASO CAMPAMENTO;NÚCLEO;NÚCLEO;21/06/2002;2002;22;0;0;0;0;0
6521;EL CARMEN III;NÚCLEO;NÚCLEO;15/06/2002;2002;68;8;0;0;0;0
6951;OMBUES DE ORIBE UP II;UP;UP;15/06/2002;2002;0;0;0;0;1;0
11924;BELLA VISTA;NÚCLEO;NÚCLEO;08/06/2002;2002;17;0;0;0;0;0
11924;BELLA VISTA UP I;UP;UP;08/06/2002;2002;0;0;0;0;6;0
3628;SAN BAUTISTA;NÚCLEO;NÚCLEO;01/06/2002;2002;59;6;0;0;0;0
3628;SAN BAUTISTA UP I;UP;UP;01/06/2002;2002;0;0;0;0;8;0
12945;TRES QUINTAS;NÚCLEO;NÚCLEO;25/05/2002;2002;31;1;0;0;0;0
12945;TRES QUINTAS UP I;UP;UP;25/05/2002;2002;0;0;0;0;5;0
8421;SARANDÍ GRANDE II;NÚCLEO;NÚCLEO;22/05/2002;2002;61;1;0;0;0;0
8421;SARANDÍ GRANDE UP I;UP;UP;22/05/2002;2002;0;0;0;0;21;0
9955;VILLA DEL ROSARIO;NÚCLEO;NÚCLEO;17/05/2002;2002;37;1;0;0;0;0
9955;VILLA DEL ROSARIO UP I;UP;UP;17/05/2002;2002;0;0;0;0;12;0
15966;18 DE JULIO;NÚCLEO;NÚCLEO;22/03/2002;2002;71;2;0;0;0;0
15966;18 DE JULIO UP I;UP;UP;22/03/2002;2002;0;0;0;0;8;0
159004;CORDON HORIFRUTICOLA UP I;UP;UP;22/03/2002;2002;0;0;0;0;22;0
16821;PUNTAS DE VALDEZ UP V;UP;UP;05/03/2002;2002;0;0;0;0;5;0
16965;COSTAS DE PEREIRA;NÚCLEO;NÚCLEO;02/03/2002;2002;34;0;0;0;0;0
16965;COSTAS DE PEREIRA UP I;UP;UP;02/03/2002;2002;0;0;0;0;11;0
16929;ECILDA PAULLIER UP II;UP;UP;02/03/2002;2002;0;0;0;0;1;0
12622;SAN JAVIER II;NÚCLEO;NÚCLEO;23/02/2002;2002;65;5;0;0;0;0
12622;SAN JAVIER UP I;UP;UP;23/02/2002;2002;0;0;0;0;11;0
16926;VILLA MARIA UP I;UP;UP;06/02/2002;2002;0;0;0;0;8;0
11822;BEISSO II (*);NÚCLEO;NÚCLEO;22/12/2001;2001;39;0;0;0;0;0
6621;BLANQUILLO III;NÚCLEO;NÚCLEO;15/12/2001;2001;28;10;0;0;0;0
6621;BLANQUILLO UP II;UP;UP;15/12/2001;2001;0;0;0;0;6;0
16929;ECILDA PAULLIER;NÚCLEO;NÚCLEO;08/12/2001;2001;73;1;0;0;0;0
16929;ECILDA PAULLIER UP I;UP;UP;08/12/2001;2001;0;0;0;0;7;0
13832;LAS FLORES;NÚCLEO;NÚCLEO;01/12/2001;2001;10;0;0;0;0;0
13832;LAS FLORES UP I;UP;UP;01/12/2001;2001;0;0;0;0;4;0
2721;BERNABE RIVERA III;NÚCLEO;NÚCLEO;30/11/2001;2001;51;0;0;0;0;0
7938;CERRO COLORADO;NÚCLEO;NÚCLEO;24/11/2001;2001;31;0;0;0;0;0
7938;CERRO COLORADO UP I;UP;UP;24/11/2001;2001;0;0;0;0;2;0
6951;OMBUES DE ORIBE;NÚCLEO;NÚCLEO;17/11/2001;2001;22;0;0;0;0;0
6951;OMBUES DE ORIBE UP I;UP;UP;17/11/2001;2001;0;0;0;0;2;0
11721;LORENZO GEYRES II;NÚCLEO;NÚCLEO;10/11/2001;2001;51;4;0;0;0;0
13824;CERRO PELADO UP II;UP;UP;24/10/2001;2001;0;0;0;0;7;0
13521;MINAS DE CORRALES UP II;UP;UP;24/10/2001;2001;0;0;0;0;6;1
13220;RIVERA UP II (ALRED);UP;UP;24/10/2001;2001;0;0;0;0;13;0
13621;VICHADERO UP II;UP;UP;24/10/2001;2001;0;0;0;0;2;0
18828;CARAGUATA UP II;UP;UP;24/10/2001;2001;0;0;0;0;1;0
18220;TACUAREMBO UP III;UP;UP;24/10/2001;2001;0;0;0;0;3;0
19790;CERRO CHATO CAIF;OTROS;CONVENIO;09/10/2001;2001;0;0;0;0;0;0
17951;COLONIA CONCORDIA AMP;NÚCLEO;NÚCLEO;23/08/2001;2001;0;2;0;0;0;0
16926;VILLA MARIA;NÚCLEO;NÚCLEO;28/07/2001;2001;54;4;0;0;0;0
8821;CHAMIZO II;NÚCLEO;NÚCLEO;26/05/2001;2001;20;6;0;0;0;0
8821;CHAMIZO UP I;UP;UP;26/05/2001;2001;0;0;0;0;17;0
8821;CHAMIZO UP II;UP;UP;26/05/2001;2001;0;0;0;0;6;0
16822;ESTACION GONZALEZ;NÚCLEO;NÚCLEO;19/05/2001;2001;30;3;0;0;0;0
16822;ESTACION GONZALEZ UP I;UP;UP;19/05/2001;2001;0;0;0;0;7;0
4923;ARBOLITO;NÚCLEO;NÚCLEO;28/04/2001;2001;15;0;0;0;0;0
4829;TRES ISLAS;NÚCLEO;NÚCLEO;27/04/2001;2001;20;1;0;0;0;0
11958;QUEGUAYAR;NÚCLEO;NÚCLEO;07/04/2001;2001;41;0;0;0;0;0
11958;QUEGUAYAR UP I;UP;UP;07/04/2001;2001;0;0;0;0;1;0
12797;ALGORTA II;NÚCLEO;NÚCLEO;02/03/2001;2001;39;1;0;0;0;0
12797;ALGORTA UP I;UP;UP;02/03/2001;2001;0;0;0;0;1;0
19790;CERRO CHATO IV;NÚCLEO;NÚCLEO;22/02/2001;2001;90;2;0;0;0;0
5622;FLORENCIO SANCHEZ II;NÚCLEO;NÚCLEO;27/01/2001;2001;87;13;0;0;0;0
5622;FLORENCIO SANCHEZ UP I;UP;UP;27/01/2001;2001;0;0;0;0;11;0
3527;SAUCE;NÚCLEO;NÚCLEO;16/12/2000;2000;70;0;0;0;0;0
3527;SAUCE UP I;UP;UP;16/12/2000;2000;0;0;0;0;5;0
11956;CUCHILLA DEL FUEGO;NÚCLEO;NÚCLEO;08/12/2000;2000;11;0;0;0;0;0
16821;PUNTAS DE VALDEZ UP IV;UP;UP;04/11/2000;2000;10;0;0;0;26;0
4621;TUPAMBAE II;NÚCLEO;NÚCLEO;21/10/2000;2000;56;0;0;0;0;0
2521;BELLA UNION UP I;UP;UP;22/09/2000;2000;0;0;0;0;31;0
3723;JUANICO II;NÚCLEO;NÚCLEO;16/09/2000;2000;93;5;0;0;0;0
3723;JUANICO UP I;UP;UP;16/09/2000;2000;0;0;0;0;9;0
17621;JOSE ENRIQUE RODÓ VI;NÚCLEO;NÚCLEO;26/08/2000;2000;36;21;0;0;0;0
17621;JOSE ENRIQUE RODÓ UP I;UP;UP;26/08/2000;2000;0;0;0;0;9;0
8421;SARANDÍ GRANDE;NÚCLEO;NÚCLEO;05/08/2000;2000;94;1;0;0;0;0
18722;ANSINA III;NÚCLEO;NÚCLEO;29/07/2000;2000;90;9;0;0;0;0
18722;ANSINA UP I;UP;UP;29/07/2000;2000;0;0;0;0;5;0
13824;CERRO PELADO UP-UE;UP;UP;28/07/2000;2000;0;0;0;0;19;0
13521;MINAS DE CORRALES UP-UE;UP;UP;28/07/2000;2000;0;0;0;0;21;0
13220;RIVERA UP-UE (ALRED);UP;UP;28/07/2000;2000;0;0;0;0;22;0
13621;VICHADERO UP-UE;UP;UP;28/07/2000;2000;0;0;0;0;15;0
18828;CARAGUATA UP I- UE;UP;UP;28/07/2000;2000;0;0;0;0;9;0
18980;SAUCE DE BATOVI UP-UE;UP;UP;28/07/2000;2000;0;0;0;0;2;0
18220;TACUAREMBO UP II;UP;UP;28/07/2000;2000;0;0;0;0;5;0
15829;PASO DEL PARQUE (DAYMAN);NÚCLEO;NÚCLEO;22/07/2000;2000;20;0;0;0;0;0
11722;MERINOS III;NÚCLEO;NÚCLEO;15/07/2000;2000;30;0;0;0;0;0
11825;CONSTANCIA;NÚCLEO;NÚCLEO;14/07/2000;2000;61;1;0;0;0;0
9521;BATLLE Y ORDOÑEZ III;NÚCLEO;NÚCLEO;14/06/2000;2000;78;0;0;0;0;0
9521;BATLLE Y ORDOÑEZ UP I;UP;UP;14/06/2000;2000;0;0;0;0;2;0
7921;ANDRESITO;NÚCLEO;NÚCLEO;10/06/2000;2000;37;0;0;0;0;0
11695;TAMBORES III;NÚCLEO;NÚCLEO;03/06/2000;2000;68;2;0;0;0;0
15722;SAN ANTONIO;NÚCLEO;NÚCLEO;27/05/2000;2000;51;7;0;0;0;0
15722;SAN ANTONIO UP I;UP;UP;27/05/2000;2000;0;0;0;0;6;0
8823;MENDOZA GRANDE II;NÚCLEO;NÚCLEO;20/05/2000;2000;91;5;0;0;0;0
8823;MENDOZA GRANDE UP I;UP;UP;20/05/2000;2000;0;0;0;0;8;0
6621;BLANQUILLO II;NÚCLEO;NÚCLEO;06/05/2000;2000;79;2;0;0;0;0
6621;BLANQUILLO UP I;UP;UP;06/05/2000;2000;0;0;0;0;2;0
16946;SAN GREGORIO;NÚCLEO;NÚCLEO;29/04/2000;2000;20;0;0;0;0;0
16946;SAN GREGORIO UP I;UP;UP;29/04/2000;2000;0;0;0;0;1;0
5826;LA ESTANZUELA II;NÚCLEO;NÚCLEO;08/04/2000;2000;61;1;0;0;0;0
5826;LA ESTANZUELA UP I;UP;UP;08/04/2000;2000;0;0;0;0;6;0
17722;SANTA CATALINA II;NÚCLEO;NÚCLEO;18/03/2000;2000;38;20;0;0;0;0
17722;SANTA CATALINA UP I;UP;UP;18/03/2000;2000;0;0;0;0;3;0
10826;LOS TALAS;NÚCLEO;NÚCLEO;11/03/2000;2000;28;0;0;0;0;0
10826;LOS TALAS UP I;UP;UP;11/03/2000;2000;0;0;0;0;3;0
14622;VELAZQUEZ;NÚCLEO;NÚCLEO;02/03/2000;2000;50;9;0;0;0;0
14622;VELAZQUEZ UP I;UP;UP;02/03/2000;2000;0;0;0;0;2;0
3526;SANTA ROSA UP I;UP;UP;11/02/2000;2000;0;0;0;0;17;0
12923;BELLACO II;NÚCLEO;NÚCLEO;29/01/2000;2000;38;0;0;0;0;0
12923;BELLACO UP I;UP;UP;29/01/2000;2000;0;0;0;0;1;0
11831;TIATUCURA;NÚCLEO;NÚCLEO;29/12/1999;1999;16;0;0;0;0;0
11831;TIATUCURA UP I;UP;UP;29/12/1999;1999;0;0;0;0;2;0
11955;ESTACION PORVENIR;NÚCLEO;NÚCLEO;22/12/1999;1999;36;0;0;0;0;0
11955;ESTACION PORVENIR UP I;UP;UP;22/12/1999;1999;0;0;0;0;8;0
4822;BAÑADO DE MEDINA;NÚCLEO;NÚCLEO;18/12/1999;1999;27;0;0;0;0;0
18829;PASO BONILLA;NÚCLEO;NÚCLEO;17/12/1999;1999;33;0;0;0;0;0
18829;PASO BONILLA UP I;UP;UP;17/12/1999;1999;0;0;0;0;2;0
8825;REBOLEDO;NÚCLEO;NÚCLEO;20/11/1999;1999;38;0;0;0;0;0
8821;CHAMIZO;NÚCLEO;NÚCLEO;13/11/1999;1999;38;11;0;0;0;0
119002;COLONIA J. GUTIERREZ UP I;UP;UP;06/11/1999;1999;0;0;0;0;10;0
5969;RADIAL CONCHILLAS UP I;UP;UP;27/10/1999;1999;0;0;0;0;8;0
139001;CURTICEIRAS UP I;UP;UP;06/10/1999;1999;0;0;0;0;9;0
18220;TACUAREMBO UP-UE;UP;UP;06/10/1999;1999;0;0;0;0;11;0
8824;MENDOZA CHICO II;NÚCLEO;NÚCLEO;04/09/1999;1999;51;1;0;0;0;0
6622;LA PALOMA UP I;UP;UP;09/08/1999;1999;0;0;0;0;3;0
3730;SAN ANTONIO CAIF;OTROS;CONVENIO;28/07/1999;1999;0;0;0;0;0;0
5923;CAMPANA UP I;UP;UP;11/06/1999;1999;0;0;0;0;4;0
5998;CERRO CARMELO UP I;UP;UP;11/06/1999;1999;0;0;0;0;5;0
5521;OMBUES DE LAVALLE UP I;UP;UP;11/06/1999;1999;0;0;0;0;6;0
16621;VILLA RODRIGUEZ UP III;UP;UP;05/06/1999;1999;0;0;0;0;20;0
5622;FLORENCIO SANCHEZ;NÚCLEO;NÚCLEO;29/05/1999;1999;80;0;0;0;0;0
16821;PUNTAS DE VALDEZ UP III;UP;UP;29/04/1999;1999;0;0;0;0;24;0
3526;SANTA ROSA III A y B;NÚCLEO;NÚCLEO;23/04/1999;1999;106;3;0;0;0;0
11521;GUICHON II;NÚCLEO;NÚCLEO;17/04/1999;1999;77;4;0;0;0;0
13522;TRANQUERAS IV;NÚCLEO;NÚCLEO;26/03/1999;1999;91;0;0;0;0;0
4721;NOBLIA IV;NÚCLEO;NÚCLEO;27/02/1999;1999;100;0;0;0;0;0
18980;SAUCE DE BATOVI;NÚCLEO;NÚCLEO;26/02/1999;1999;19;1;0;0;0;0
8724;NICO PEREZ II;NÚCLEO;NÚCLEO;13/02/1999;1999;83;0;0;0;0;0
15959;PUNTAS DE VALENTIN II;NÚCLEO;NÚCLEO;30/01/1999;1999;24;0;0;0;0;0
11722;MERINOS II;NÚCLEO;NÚCLEO;19/12/1998;1998;35;0;0;0;0;0
18991;LOS FEOS (RINCÓN DE PEREIRA);NÚCLEO;NÚCLEO;18/12/1998;1998;14;0;0;0;0;0
5998;CERRO CARMELO II;NÚCLEO;NÚCLEO;12/12/1998;1998;44;0;0;0;0;0
6622;LA PALOMA II;NÚCLEO;NÚCLEO;09/12/1998;1998;81;8;0;0;0;0
15970;COLONIA ITAPEBI II;NÚCLEO;NÚCLEO;05/12/1998;1998;44;1;0;0;0;0
2959;COLONIA PALMA II;NÚCLEO;NÚCLEO;04/12/1998;1998;57;0;0;0;0;0
3723;JUANICO;NÚCLEO;NÚCLEO;07/11/1998;1998;70;5;0;0;0;0
12621;NUEVO BERLÍN II;NÚCLEO;NÚCLEO;31/10/1998;1998;91;9;0;0;0;0
5969;RADIAL CONCHILLAS;NÚCLEO;NÚCLEO;17/10/1998;1998;50;1;0;0;0;0
16964;CARRETA QUEMADA;NÚCLEO;NÚCLEO;10/10/1998;1998;45;0;0;0;0;0
16964;CARRETA QUEMADA UP I;UP;UP;10/10/1998;1998;0;0;0;0;13;0
7937;LA CASILLA II;NÚCLEO;NÚCLEO;03/10/1998;1998;26;1;0;0;0;0
7937;LA CASILLA UP III;UP;UP;03/10/1998;1998;0;0;0;0;2;0
17621;JOSÉ ENRIQUE RODÓ V;NÚCLEO;NÚCLEO;05/09/1998;1998;47;26;0;0;0;0
13931;LA CALERA;NÚCLEO;NÚCLEO;22/08/1998;1998;13;0;0;0;0;0
8923;BERRONDO II;NÚCLEO;NÚCLEO;15/08/1998;1998;27;0;0;0;0;0
8923;BERRONDO UP I;UP;UP;15/08/1998;1998;0;0;0;0;3;0
15939;GARIBALDI UP I;UP;UP;25/07/1998;1998;0;0;0;0;13;0
19896;VALENTINES;NÚCLEO;NÚCLEO;11/07/1998;1998;21;3;0;0;0;0
16827;RAIGON II;NÚCLEO;NÚCLEO;04/07/1998;1998;61;4;0;0;0;0
16827;RAIGON UP I;UP;UP;04/07/1998;1998;0;0;0;0;2;0
5977;SAN PEDRO;NÚCLEO;NÚCLEO;27/06/1998;1998;27;0;0;0;0;0
5977;SAN PEDRO UP I;UP;UP;27/06/1998;1998;0;0;0;0;3;0
8622;FRAY MARCOS IIB;NÚCLEO;NÚCLEO;25/06/1998;1998;19;0;0;0;0;0
2522;TOMAS GOMENSORO;NÚCLEO;NÚCLEO;19/06/1998;1998;60;0;0;0;0;0
15971;GUAVIYU DE ARAPEY;NÚCLEO;NÚCLEO;13/06/1998;1998;32;0;0;0;0;0
2945;PASO FARIAS;NÚCLEO;NÚCLEO;12/06/1998;1998;19;0;0;0;0;0
5521;OMBUES DE LAVALLE III;NÚCLEO;NÚCLEO;30/05/1998;1998;90;0;0;0;0;0
8940;PINTADO;NÚCLEO;NÚCLEO;23/05/1998;1998;26;0;0;0;0;0
11954;PUNTAS DE ARROYO NEGRO;NÚCLEO;NÚCLEO;16/05/1998;1998;21;0;0;0;0;0
16925;CAPURRO;NÚCLEO;NÚCLEO;25/04/1998;1998;58;2;0;0;0;0
11824;CERRO CHATO II;NÚCLEO;NÚCLEO;18/04/1998;1998;24;1;0;0;0;0
11926;CHAPICUY II;NÚCLEO;NÚCLEO;28/03/1998;1998;54;0;0;0;0;0
7925;JUAN JOSE CASTRO;NÚCLEO;NÚCLEO;21/03/1998;1998;16;0;0;0;0;0
11621;QUEBRACHO IV;NÚCLEO;NÚCLEO;28/02/1998;1998;57;0;0;0;0;0
17721;EGAÑA UP I;UP;UP;24/01/1998;1998;0;0;0;0;10;0
15939;GARIBALDI;NÚCLEO;NÚCLEO;21/12/1997;1997;27;0;0;0;0;0
8622;FRAY MARCOS II;NÚCLEO;NÚCLEO;06/12/1997;1997;81;0;0;0;0;0
16821;PUNTAS DE VALDEZ UP II;UP;UP;28/06/1997;1997;0;0;0;0;12;0
15931;CELESTE-RECICLAJE;NÚCLEO;NÚCLEO;14/06/1997;1997;5;0;0;0;0;0
16621;VILLA RODRIGUEZ UP II;UP;UP;10/05/1997;1997;0;0;0;0;17;0
7937;LA CASILLA UP II;UP;UP;11/04/1997;1997;0;0;0;0;4;0
5521;OMBUES DE LAVALLE II;NÚCLEO;NÚCLEO;21/03/1997;1997;70;0;0;0;0;0
5452;PASO ANTOLIN;NÚCLEO;NÚCLEO;15/03/1997;1997;37;2;0;0;0;0
13830;HOSPITAL;NÚCLEO;NÚCLEO;01/03/1997;1997;37;0;0;0;0;0
11824;CERRO CHATO;NÚCLEO;NÚCLEO;15/02/1997;1997;45;1;0;0;0;0
18990;PUNTAS DE 5 SAUCES;NÚCLEO;NÚCLEO;28/12/1996;1996;16;0;0;0;0;0
15973;PASO CEMENTERIO;NÚCLEO;NÚCLEO;21/12/1996;1996;25;0;0;0;0;0
15949;COLONIA LAVALLEJA III;NÚCLEO;NÚCLEO;14/12/1996;1996;63;0;0;0;0;0
5923;CAMPANA II;NÚCLEO;NÚCLEO;07/12/1996;1996;51;0;0;0;0;0
18723;CURTINA II;NÚCLEO;NÚCLEO;30/11/1996;1996;36;0;0;0;0;0
17721;EGAÑA II;NÚCLEO;NÚCLEO;22/11/1996;1996;49;14;0;0;0;0
17928;EL TALA;NÚCLEO;NÚCLEO;22/11/1996;1996;26;0;0;0;0;0
11621;QUEBRACHO III;NÚCLEO;NÚCLEO;20/11/1996;1996;71;0;0;0;0;0
2934;DIEGO LAMAS;NÚCLEO;NÚCLEO;16/11/1996;1996;22;0;0;0;0;0
18724;PASO DEL CERRO;NÚCLEO;NÚCLEO;09/11/1996;1996;24;0;0;0;0;0
18825;CUCHILLA DEL OMBU;NÚCLEO;NÚCLEO;26/10/1996;1996;17;0;0;0;0;0
18825;CUCHILLA DEL OMBU UP I;UP;UP;26/10/1996;1996;0;0;0;0;3;0
11953;PUEBLO GALLINAL III;NÚCLEO;NÚCLEO;19/10/1996;1996;55;0;0;0;0;0
11925;GUARAPIRU;NÚCLEO;NÚCLEO;11/10/1996;1996;19;0;0;0;0;0
12824;SARANDÍ DE NAVARRO II;NÚCLEO;NÚCLEO;05/10/1996;1996;52;1;0;0;0;0
7937;LA CASILLA UP I INC;UP;INC;02/10/1996;1996;0;0;0;0;8;0
3730;SAN ANTONIO II;NÚCLEO;NÚCLEO;28/09/1996;1996;84;0;0;0;0;0
8944;PUNTAS DE MACIEL;NÚCLEO;NÚCLEO;21/09/1996;1996;30;0;0;0;0;0
4824;CERRO DE LAS CUENTAS;NÚCLEO;NÚCLEO;14/09/1996;1996;39;1;0;0;0;0
17622;PALMITAS II;NÚCLEO;NÚCLEO;07/09/1996;1996;65;12;0;0;0;0
16821;PUNTAS DE VALDEZ II;NÚCLEO;NÚCLEO;31/08/1996;1996;77;2;0;0;0;0
3882;PASO PACHE;NÚCLEO;NÚCLEO;24/08/1996;1996;50;3;0;0;0;0
6421;SARANDÍ DEL YI II;NÚCLEO;NÚCLEO;17/08/1996;1996;69;6;0;0;0;0
12823;PASO DE LOS MELLIZOS II;NÚCLEO;NÚCLEO;03/08/1996;1996;33;5;0;0;0;0
9721;PIRARAJA;NÚCLEO;NÚCLEO;13/07/1996;1996;53;7;0;0;0;0
11721;LORENZO GEYRES;NÚCLEO;NÚCLEO;06/07/1996;1996;58;1;0;0;0;0
14723;SAN LUIS AL MEDIO;NÚCLEO;NÚCLEO;29/06/1996;1996;23;6;0;0;0;0
5826;LA ESTANZUELA;NÚCLEO;NÚCLEO;15/06/1996;1996;56;0;0;0;0;0
16621;VILLA RODRIGUEZ UP I;UP;UP;08/06/1996;1996;0;0;0;0;8;0
8722;CAPILLA DEL SAUCE II;NÚCLEO;NÚCLEO;15/05/1996;1996;62;0;0;0;0;0
16621;VILLA RODRIGUEZ II;NÚCLEO;NÚCLEO;18/04/1996;1996;50;5;0;0;0;0
15965;RINCON DE VALENTIN III;NÚCLEO;NÚCLEO;13/04/1996;1996;75;0;0;0;0;0
4220;TAMBOS MELO UP V;UP;UP;01/12/1995;1995;0;0;0;0;2;0
2925;CAINSA (RECICLAJE);NÚCLEO;NÚCLEO;25/11/1995;1995;0;0;0;0;0;0
12421;YOUNG IV;NÚCLEO;NÚCLEO;11/03/1995;1995;100;0;0;0;0;0
6521;EL CARMEN II;NÚCLEO;NÚCLEO;28/02/1995;1995;70;5;0;0;0;0
11723;PORVENIR;NÚCLEO;NÚCLEO;25/02/1995;1995;65;0;0;0;0;0
8933;PARADA INDEPENDENCIA II;NÚCLEO;NÚCLEO;23/02/1995;1995;77;0;0;0;0;0
9522;JOSÉ PEDROVARELA III;NÚCLEO;NÚCLEO;20/02/1995;1995;100;0;0;0;0;0
2959;COLONIA PALMA;NÚCLEO;NÚCLEO;10/02/1995;1995;51;0;0;0;0;0
15828;PALOMAS;NÚCLEO;NÚCLEO;10/02/1995;1995;28;0;0;0;0;0
9521;BATLLE Y ORDOÑEZ II;NÚCLEO;NÚCLEO;04/02/1995;1995;92;0;0;0;0;0
11953;PUEBLO GALLINAL II;NÚCLEO;NÚCLEO;28/01/1995;1995;71;0;0;0;0;0
2621;BALTASAR BRUM II;NÚCLEO;NÚCLEO;27/01/1995;1995;55;0;0;0;0;0
19822;ISLA PATRULLA;NÚCLEO;NÚCLEO;21/01/1995;1995;21;0;0;0;0;0
7937;LA CASILLA;NÚCLEO;NÚCLEO;04/01/1995;1995;37;0;0;0;0;0
15945;LAURELES;NÚCLEO;NÚCLEO;30/12/1994;1994;27;0;0;0;0;0
13943;MASOLLER II;NÚCLEO;NÚCLEO;29/12/1994;1994;22;0;0;0;0;0
13521;MINAS DE CORRALES;NÚCLEO;NÚCLEO;29/12/1994;1994;58;0;0;0;0;0
4721;NOBLIA III;NÚCLEO;NÚCLEO;17/12/1994;1994;80;0;0;0;0;0
11827;PIEDRAS COLORADAS II;NÚCLEO;NÚCLEO;10/12/1994;1994;65;3;0;0;0;0
5998;CERRO CARMELO;NÚCLEO;NÚCLEO;25/11/1994;1994;33;0;0;0;0;0
14823;LA CORONILLA;NÚCLEO;NÚCLEO;19/11/1994;1994;73;0;0;0;0;0
13824;CERRO PELADO II;NÚCLEO;NÚCLEO;12/11/1994;1994;29;0;0;0;0;0
19821;RINCON IV;NÚCLEO;NÚCLEO;09/11/1994;1994;55;0;0;0;0;0
16821;PUNTAS DE VALDEZ;NÚCLEO;NÚCLEO;05/11/1994;1994;69;3;0;0;0;0
16821;PUNTAS DE VALDEZ UP I;UP;UP;05/11/1994;1994;0;0;0;0;2;0
13522;TRANQUERAS III;NÚCLEO;NÚCLEO;29/10/1994;1994;99;0;0;0;0;0
4220;TAMBOS MELO UP IV;UP;UP;26/10/1994;1994;0;0;0;0;9;0
11937;ORGOROSO II;NÚCLEO;NÚCLEO;22/10/1994;1994;50;0;0;0;0;0
2925;CAINSA;NÚCLEO;NÚCLEO;21/10/1994;1994;65;0;0;0;0;0
8822;GOÑI;NÚCLEO;NÚCLEO;15/10/1994;1994;38;0;0;0;0;0
189001;LOS CUADRADO;NÚCLEO;NÚCLEO;08/10/1994;1994;0;0;0;0;0;0
5940;MINUANO;NÚCLEO;NÚCLEO;06/10/1994;1994;33;1;0;0;0;0
8723;LA CRUZ;NÚCLEO;NÚCLEO;01/10/1994;1994;62;3;0;0;0;0
5831;COLONIA MIGUELETE;NÚCLEO;NÚCLEO;03/09/1994;1994;63;8;0;0;0;0
17952;PERSEVERANO;NÚCLEO;NÚCLEO;27/08/1994;1994;17;0;0;0;0;0
11926;CHAPICUY;NÚCLEO;NÚCLEO;20/08/1994;1994;53;0;0;0;0;0
12923;BELLACO;NÚCLEO;NÚCLEO;13/08/1994;1994;27;0;0;0;0;0
16621;VILLA RODRIGUEZ;NÚCLEO;NÚCLEO;06/08/1994;1994;70;0;0;0;0;0
8724;NICO PEREZ;NÚCLEO;NÚCLEO;02/07/1994;1994;60;0;0;0;0;0
8823;MENDOZA GRANDE;NÚCLEO;NÚCLEO;11/06/1994;1994;65;11;0;0;0;0
18827;LA HILERA;NÚCLEO;NÚCLEO;21/05/1994;1994;18;0;0;0;0;0
8824;MENDOZA CHICO;NÚCLEO;NÚCLEO;07/05/1994;1994;72;0;0;0;0;0
11929;EL EUCALIPTO II;NÚCLEO;NÚCLEO;26/03/1994;1994;40;0;0;0;0;0
2824;CUARO II;NÚCLEO;NÚCLEO;25/03/1994;1994;23;0;0;0;0;0
6922;AGUAS BUENAS;NÚCLEO;NÚCLEO;27/01/1994;1994;23;2;0;0;0;0
179001;LA VIRGENCITA;NÚCLEO;NÚCLEO;08/01/1994;1994;0;0;0;0;0;0
3526;SANTA ROSA II;NÚCLEO;NÚCLEO;30/12/1993;1993;77;1;0;0;0;0
6421;SARANDÍ DEL YI;NÚCLEO;NÚCLEO;29/12/1993;1993;72;0;0;0;0;0
7721;ISMAEL CORTINAS III;NÚCLEO;NÚCLEO;06/11/1993;1993;48;2;0;0;0;0
15832;SAUCEDO II;NÚCLEO;NÚCLEO;30/10/1993;1993;45;0;0;0;0;0
3632;MONTES;NÚCLEO;NÚCLEO;07/08/1993;1993;49;0;0;0;0;0
4924;ARÉVALO;NÚCLEO;NÚCLEO;25/06/1993;1993;18;0;0;0;1;0
19522;VERGARA III;NÚCLEO;NÚCLEO;30/04/1993;1993;90;0;0;0;0;0
15825;CUCHILLA GUAVIYU II;NÚCLEO;NÚCLEO;20/03/1993;1993;22;0;0;0;0;0
15935;CERROS DE VERA;NÚCLEO;NÚCLEO;06/03/1993;1993;40;0;0;0;0;0
8721;CERRO COLORADO III;NÚCLEO;NÚCLEO;13/02/1993;1993;89;0;0;0;0;0
4220;TAMBOS MELO UP III;UP;UP;04/02/1993;1993;0;0;0;0;9;0
17824;VILLA DARWIN II;NÚCLEO;NÚCLEO;23/01/1993;1993;46;0;0;0;0;0
13621;VICHADERO II;NÚCLEO;NÚCLEO;04/12/1992;1992;50;0;0;0;0;0
17930;COLONIA CONCORDIA BALNEARIO;NÚCLEO;NÚCLEO;14/11/1992;1992;8;0;0;0;0;0
17930;COLONIA CONCORDIA BALNEARIO UP I;UP;UP;14/11/1992;1992;0;0;0;0;2;0
9622;SOLIS DE MATAOJO II;NÚCLEO;NÚCLEO;03/10/1992;1992;70;0;0;0;0;0
18828;CARAGUATA III;NÚCLEO;NÚCLEO;26/09/1992;1992;48;1;0;0;0;0
15970;COLONIA ITAPEBI-CASCO;NÚCLEO;NÚCLEO;19/09/1992;1992;56;0;0;0;0;0
16823;MAL ABRIGO II;NÚCLEO;NÚCLEO;13/09/1992;1992;62;0;0;0;0;0
