CODCOMP,H_TOT,P_TOT,H_PAR,P_TOT_PAR
401004801,9,22,9,22
401005001,39,108,39,108
401005002,10,25,10,25
401005003,27,82,27,82
401005004,20,59,20,59
401005005,34,101,34,101
401005006,16,31,16,31
401005007,19,50,19,50
401005008,35,98,35,98
401005009,25,89,25,89
401005010,28,83,28,83
401005011,30,98,30,98
401005012,28,77,28,77
401005013,27,79,27,79
401006001,29,72,29,72
401006002,29,75,29,75
401006003,20,70,20,70
401006004,28,85,28,85
401006005,10,27,10,27
401006006,18,61,18,61
401006007,24,57,24,57
401006008,19,51,19,51
401006009,27,83,27,83
401006010,21,62,21,62
401006011,23,55,23,55
401006012,16,45,16,45
401006013,34,71,34,71
401006014,41,106,41,106
401006015,25,67,25,67
401006016,14,34,14,34
401007002,6,19,6,19
401007400,0,0,0,0
401007401,0,0,0,0
401007402,0,0,0,0
401007700,16,55,16,55
401007701,1,4,1,4
401007702,7,23,7,23
401007703,7,24,7,24
401008002,16,42,16,42
401008004,17,49,17,49
401008005,25,75,25,75
401008006,6,17,6,17
401008007,20,43,20,43
401008008,25,67,25,67
401008009,22,65,22,65
401008010,23,44,23,44
401008011,24,50,24,50
401008012,41,95,41,95
401008014,33,79,33,79
401008015,0,0,0,0
401008016,27,56,27,56
401008017,25,63,25,63
401008018,22,62,22,62
401008019,20,66,20,66
401008020,9,17,9,17
401008401,0,0,0,0
401008402,0,0,0,0
401008403,0,0,0,0
401008404,0,0,0,0
401008405,0,0,0,0
401008406,0,0,0,0
401008407,0,0,0,0
401008408,0,0,0,0
401008600,11,31,11,31
401009001,26,62,26,62
401009002,32,92,31,89
401009003,29,69,29,69
401009004,30,82,30,82
401009005,20,50,20,50
401009006,36,102,36,102
401009007,36,84,36,84
401009008,25,72,25,72
401009009,6,15,6,15
401009010,31,78,31,78
401009011,22,66,21,59
401009012,34,96,34,96
401009013,17,37,17,37
401009014,35,92,35,92
401009015,13,37,13,37
401009016,0,0,0,0
401009017,29,75,29,75
401009018,27,71,27,71
401009019,0,0,0,0
401009400,0,0,0,0
401009401,0,0,0,0
401009402,0,0,0,0
401009403,0,0,0,0
401009404,0,0,0,0
401009405,0,0,0,0
401009406,0,0,0,0
401009407,0,0,0,0
401010001,22,46,22,46
401010002,22,51,22,51
401010003,39,92,39,92
401010005,24,63,24,63
401010006,25,67,25,67
401010007,20,53,20,53
401010008,25,60,25,60
401010009,16,36,16,36
401010010,36,85,36,85
401010011,41,104,41,104
401010012,26,70,26,70
401010013,58,172,57,171
401010014,36,80,36,80
401010015,25,61,25,61
401010017,93,210,93,210
401010018,45,106,45,106
401010600,11,31,11,31
401010601,10,36,10,36
401010602,8,15,8,15
401010603,11,28,11,28
401011001,32,98,32,98
401011002,32,95,32,95
401011003,24,57,24,57
401011004,24,68,24,68
401011005,27,71,27,71
401011006,28,69,28,69
401011007,28,71,28,71
401011008,29,68,29,68
401011009,34,71,34,71
401011010,19,55,19,55
401011011,21,48,21,48
401011012,26,94,25,68
401011013,23,54,23,54
401011014,23,58,23,58
401011015,19,48,19,48
401011400,0,0,0,0
401011401,0,0,0,0
401011402,0,0,0,0
401011403,0,0,0,0
401011404,0,0,0,0
401012001,32,80,32,80
401012002,49,108,49,108
401012003,29,67,29,67
401012004,15,41,15,41
401012005,19,55,19,55
401012006,13,35,13,35
401012007,27,70,27,70
401012008,22,57,22,57
401012009,22,57,22,57
401012010,15,38,15,38
401012011,18,39,18,39
401012012,0,0,0,0
401012013,8,20,8,20
401012014,16,41,16,41
401012015,10,22,10,22
401013001,35,95,35,95
401013002,33,85,33,85
401013003,31,64,31,64
401013004,27,65,27,65
401013005,26,66,26,66
401013006,21,52,21,52
401013007,27,53,27,53
401013008,29,73,29,73
401013009,17,42,17,42
401013800,25,60,25,60
401013801,6,17,6,17
401014001,0,0,0,0
401014002,18,38,18,38
401014004,40,96,40,96
401014006,9,34,9,34
401014009,33,85,33,85
401014010,10,27,10,27
401014011,4,7,4,7
401014013,16,45,16,45
401014014,4,10,4,10
401014015,16,51,16,51
401014016,13,34,13,34
401014400,0,0,0,0
401014600,11,28,11,28
401014800,30,75,30,75
401014801,2,7,2,7
401014802,43,108,43,108
401014803,15,38,15,38
401016001,15,27,14,26
401016002,32,63,32,63
401016003,44,79,44,79
401016004,7,15,7,15
401016005,18,49,18,49
401016006,22,54,22,54
401016007,17,35,17,35
401016008,24,62,24,62
401016009,19,41,19,41
401016010,16,29,16,29
401016011,13,33,13,33
401016012,25,74,25,74
401016013,22,55,22,55
401016014,8,16,8,16
401017001,16,40,16,40
401017002,34,82,34,82
401017003,28,69,28,69
401017004,29,65,29,65
401017005,26,56,26,56
401017006,29,71,29,71
401017007,19,41,19,41
401017008,24,60,24,60
401017009,21,59,21,59
401017010,27,57,26,46
401017011,23,55,23,55
401017012,15,43,15,43
401017013,17,68,16,44
401017014,15,39,15,39
401017015,17,40,17,40
401017400,0,0,0,0
401017401,0,0,0,0
401017402,0,0,0,0
401017403,0,0,0,0
401017404,0,0,0,0
401018001,25,64,25,64
401018002,23,68,23,68
401018003,17,37,17,37
401018004,18,64,18,64
401018005,43,129,43,129
401018006,39,92,39,92
401018007,43,129,43,129
401018008,32,69,32,69
401018009,34,73,34,73
401018010,30,67,30,67
401018011,30,68,30,68
401018012,29,63,29,63
401018013,31,87,31,87
401018014,20,74,20,74
401018015,36,90,36,90
401018016,1,2,1,2
401019001,30,72,30,72
401019002,25,63,25,63
401019003,34,83,34,83
401019004,37,97,37,97
401019005,29,84,29,84
401019006,59,147,59,147
401019007,48,128,48,128
401019008,35,103,35,103
401019009,22,61,22,61
401019010,13,36,13,36
401019011,34,69,34,69
401019012,81,228,81,228
401020001,12,21,12,21
401020002,20,50,20,50
401020003,44,106,44,106
401020004,34,80,34,80
401020005,50,147,50,147
401020006,31,71,31,71
401020007,17,61,17,61
401020008,30,66,30,66
401020009,62,137,62,137
401020010,41,92,41,92
401020011,7,18,7,18
401020012,18,54,18,54
401020013,36,92,36,92
401020014,29,99,29,99
401020015,46,126,46,126
401020400,0,0,0,0
401020401,0,0,0,0
401020402,0,0,0,0
401020404,0,0,0,0
401020405,0,0,0,0
401020406,0,0,0,0
401021001,0,0,0,0
401021002,17,40,17,40
401021003,16,79,15,35
401021004,39,85,39,85
401021005,21,62,21,62
401021006,26,70,26,70
401021007,21,77,20,52
401021008,15,36,15,36
401021009,0,0,0,0
401021010,27,66,27,66
401021011,24,55,24,55
401021012,29,107,27,69
401021013,26,64,26,64
401021014,0,0,0,0
401021015,20,41,20,41
401021016,29,80,29,80
401022001,12,37,12,37
401022002,14,44,14,44
401022003,27,57,27,57
401022004,22,61,22,61
401022005,17,37,17,37
401022006,27,49,27,49
401022007,21,46,21,46
401022008,22,55,22,55
401022009,21,62,21,62
401022010,29,77,29,77
401022011,27,66,27,66
401022012,24,53,24,53
401022013,27,87,27,87
401022014,18,44,18,44
401023001,26,82,26,82
401023002,17,43,17,43
401023003,18,78,17,50
401023004,16,41,16,41
401023005,28,73,28,73
401023006,27,63,27,63
401023007,36,96,36,96
401023008,13,32,13,32
401023011,65,145,65,145
401023012,24,76,24,76
401023013,43,96,43,96
401023014,29,70,29,70
401023015,31,86,31,86
401023016,0,0,0,0
401023018,15,41,15,41
401023019,28,80,28,80
401023020,26,73,26,73
401023700,30,95,30,95
401024001,25,76,25,76
401024002,21,62,21,62
401024003,17,53,17,53
401024004,29,91,29,91
401024005,19,55,19,55
401024006,5,14,5,14
401024007,8,16,8,16
401024008,22,55,22,55
401024009,22,92,22,92
401024010,13,49,13,49
401024011,0,0,0,0
401024013,0,0,0,0
401024014,0,0,0,0
401024015,0,0,0,0
401024016,10,25,10,25
401024400,0,0,0,0
401024401,0,0,0,0
401024500,0,0,0,0
401024501,0,0,0,0
401024502,0,0,0,0
401024503,0,0,0,0
401024504,0,0,0,0
401024505,0,0,0,0
401024506,0,0,0,0
401025001,33,86,33,86
401025002,22,66,22,66
401025003,52,155,52,155
401025004,100,291,100,291
401025005,31,99,31,99
401025006,20,53,20,53
401025007,26,80,26,80
401025008,97,295,97,295
401025010,28,86,28,86
401025011,33,101,33,101
401025013,13,41,13,41
401025014,33,118,33,118
401025015,6,19,6,19
401025600,10,23,10,23
401025601,16,55,16,55
401026001,32,62,32,62
401026002,29,73,29,73
401026003,5,10,5,10
401026004,0,0,0,0
401026007,20,48,20,48
401026008,29,78,29,78
401026009,35,89,35,89
401026010,40,132,40,132
401026402,0,0,0,0
401026403,0,0,0,0
401026404,0,0,0,0
401026600,0,0,0,0
401026601,11,37,11,37
401027001,45,110,45,110
401027002,56,158,56,158
401027003,36,94,36,94
401027004,67,183,67,183
401027005,37,94,37,94
401027006,49,149,49,149
401027007,38,99,38,99
401027400,0,0,0,0
401028002,18,43,18,43
401028003,20,53,20,53
401028004,24,53,24,53
401028005,21,67,21,67
401028006,21,58,21,58
401028008,20,66,20,66
401028009,9,23,9,23
401028011,0,0,0,0
401028015,31,87,31,87
401028016,12,35,12,35
401028400,0,0,0,0
401028401,0,0,0,0
401028402,0,0,0,0
401028403,0,0,0,0
401028404,0,0,0,0
401028405,0,0,0,0
401028406,0,0,0,0
401028407,0,0,0,0
401028700,20,46,20,46
401028701,17,37,17,37
401028803,0,0,0,0
401028804,76,195,76,195
401033001,18,57,18,57
401033004,15,54,15,54
401033005,50,173,50,173
401033006,29,87,29,87
401033009,17,62,17,62
401033012,8,16,8,16
401033014,14,42,14,42
401033015,13,43,13,43
401033016,26,79,26,79
401033017,21,58,21,58
401033018,16,46,16,46
401033019,27,85,27,85
401033020,21,63,21,63
401033021,21,54,21,54
401033022,7,18,7,18
401033027,15,49,15,49
401033030,19,63,19,63
401033103,18,70,18,70
401033108,25,62,25,62
401033111,27,78,27,78
401033203,28,85,28,85
401033208,0,0,0,0
401033211,15,51,15,51
401033600,10,12,10,12
401033601,14,18,14,18
401033800,0,0,0,0
401033801,36,104,36,104
401033802,55,169,55,169
401033804,7,17,7,17
401033805,20,78,20,78
401033806,15,55,15,55
401033807,16,63,16,63
401033808,12,43,12,43
401033809,14,60,14,60
401033810,9,34,9,34
401033812,9,11,9,11
401033813,15,18,15,18
401035005,7,22,7,22
401035006,22,70,22,70
401035007,54,148,54,148
401035008,58,185,58,185
401035009,22,73,22,73
401035010,36,121,36,121
401035011,8,22,8,22
401035012,10,28,10,28
401035013,36,114,36,114
401035014,0,0,0,0
401035015,39,112,39,112
401035016,33,107,33,107
401035017,46,171,46,171
401035400,0,0,0,0
401035401,0,0,0,0
401035402,0,0,0,0
401035403,0,0,0,0
401035600,14,32,14,32
401035601,5,7,5,7
401036002,28,78,28,78
401036003,67,190,67,190
401038004,24,69,24,69
401038800,38,104,38,104
401038801,68,209,68,209
401041003,68,242,68,242
401041004,9,23,9,23
401041800,35,123,35,123
401115001,24,64,24,64
401115002,16,32,16,32
401115003,17,41,17,41
401115004,16,44,16,44
401115005,12,22,12,22
401115006,30,70,30,70
401115007,21,46,21,46
401115008,33,91,33,91
401115009,31,73,31,73
401115010,21,47,21,47
401115011,24,66,24,66
401115012,28,62,28,62
401115013,26,56,26,56
401115014,21,50,21,50
401115015,0,0,0,0
401129001,23,70,23,70
401129002,18,48,18,48
401129003,25,64,25,64
401129004,22,58,22,58
401129005,24,88,24,88
401129006,36,107,36,107
401129007,23,66,23,66
401129008,16,44,16,44
401129009,26,72,26,72
401129010,27,75,27,75
401129011,12,40,12,40
401129012,10,29,10,29
401129013,25,77,25,77
401129400,0,0,0,0
401129401,0,0,0,0
401129600,37,126,37,126
401129601,0,0,0,0
401129602,43,126,43,126
401129800,90,298,90,298
401129801,0,0,0,0
401129802,64,215,64,215
401129803,19,66,19,66
401129804,10,40,10,40
401129805,12,42,12,42
401129806,7,24,7,24
401129807,7,36,7,36
401129808,11,45,11,45
401129809,10,29,10,29
401129810,7,15,7,15
401129811,15,48,15,48
401129812,8,24,8,24
401129813,8,24,8,24
401129814,6,20,6,20
401129815,7,31,7,31
401129816,7,27,7,27
401129817,6,16,6,16
401129818,6,29,6,29
401129820,11,31,11,31
401129821,10,26,10,26
401129822,9,24,9,24
401129823,7,27,7,27
401129824,6,29,6,29
401129825,14,55,14,55
401129826,7,17,7,17
401129827,7,25,7,25
401129828,14,40,14,40
401129829,7,19,7,19
401129830,17,50,17,50
401129831,13,49,13,49
401129832,15,61,15,61
401129833,8,18,8,18
401129834,16,44,16,44
401129835,17,57,17,57
401129836,19,48,19,48
401129838,0,0,0,0
401130001,13,44,13,44
401130002,26,82,26,82
401130003,15,48,15,48
401130004,11,40,11,40
401130005,16,54,16,54
401130007,5,16,5,16
401130008,22,67,22,67
401130010,13,46,13,46
401130011,8,23,8,23
401130012,6,17,6,17
401130013,2,9,2,9
401130015,7,18,7,18
401130016,6,15,6,15
401130017,0,0,0,0
401130019,31,120,31,120
401130020,26,84,26,84
401130021,24,74,24,74
401130022,30,109,30,109
401130023,27,97,27,97
401130600,20,70,20,70
401130801,4,9,4,9
401130802,14,48,14,48
401130803,16,52,16,52
401130804,18,66,18,66
401130808,0,0,0,0
401130809,5,11,5,11
401130810,7,22,7,22
401130811,9,29,9,29
401130812,13,46,13,46
401130813,6,22,6,22
401130814,11,30,11,30
401130815,8,39,8,39
401130816,7,28,7,28
401130817,27,85,27,85
401130818,8,24,8,24
401130819,1,4,1,4
401130820,13,47,13,47
401130821,18,50,18,50
401130822,12,53,12,53
401130823,41,116,40,113
401130824,16,54,16,54
401130825,15,45,15,45
401131014,9,22,9,22
401131015,73,204,73,204
401131018,30,87,30,87
401131019,38,109,38,109
401131020,35,109,35,109
401131021,76,231,76,231
401131022,39,100,39,100
401131023,24,67,24,67
401131024,56,173,56,173
401131025,0,0,0,0
401131026,35,89,35,89
401131028,22,51,22,51
401131029,22,52,22,52
401131030,19,59,19,59
401131700,27,94,27,94
401132010,24,67,24,67
401132063,22,78,22,78
401132600,8,28,8,28
401132601,25,103,25,103
401132605,0,0,0,0
401132606,0,0,0,0
401132607,3,8,3,8
401132608,0,0,0,0
401132609,4,11,4,11
401132610,0,0,0,0
401132613,3,12,3,12
401132615,9,27,9,27
401132616,4,12,4,12
401132700,27,78,27,78
401132701,48,144,48,144
401132800,15,42,15,42
401132801,14,44,14,44
401132802,1,4,1,4
401132803,6,20,6,20
401132804,6,20,6,20
401132805,3,13,3,13
401132806,5,12,5,12
401132807,7,23,7,23
401132808,6,24,6,24
401132809,15,49,15,49
401132810,13,47,13,47
401132811,12,52,12,52
401132812,14,56,14,56
401132813,5,18,5,18
401132814,13,46,13,46
401132815,13,47,13,47
401132816,11,30,11,30
401132817,12,40,12,40
401132818,13,54,13,54
401132819,0,0,0,0
401132820,18,65,18,65
401132821,9,27,9,27
401132822,10,38,10,38
401132823,14,44,14,44
401132824,9,37,9,37
401132825,5,22,5,22
401132827,2,5,2,5
401132828,19,59,19,59
401132829,19,61,19,61
401132830,12,40,12,40
401132831,12,41,12,41
401132832,37,114,37,114
401132836,11,31,11,31
401132839,0,0,0,0
401132840,13,47,13,47
401134002,15,49,15,49
401134003,14,40,14,40
401134004,6,11,6,11
401134005,13,34,13,34
401134006,16,58,16,58
401134007,134,363,134,363
401134008,31,84,31,84
401134009,27,67,27,67
401134010,40,126,40,126
401134011,30,90,30,90
401134012,16,36,16,36
401134013,23,67,23,67
401134014,23,82,23,82
401134016,26,91,26,91
401134017,37,129,37,129
401134400,0,0,0,0
401134401,0,0,0,0
401134402,0,0,0,0
401134403,0,0,0,0
401134600,8,26,8,26
401134700,11,32,11,32
401134701,26,78,26,78
401137004,0,0,0,0
401137005,5,14,5,14
401137103,6,14,6,14
401137800,70,187,70,187
401139003,0,0,0,0
401139800,59,176,59,176
401140004,0,0,0,0
401140800,14,37,12,25
401140802,0,0,0,0
401140804,0,0,0,0
401215016,17,39,17,39
401215017,28,69,28,69
401215018,20,40,20,40
401215019,22,49,22,49
401215020,29,84,29,84
401215021,23,61,23,61
401215022,17,56,17,56
401215023,17,44,17,44
401215024,16,47,16,47
401215025,16,36,16,36
401215026,12,42,11,24
401215027,24,62,24,62
401215028,25,68,25,68
401215029,14,34,14,34
401215030,26,77,26,77
401229016,104,323,104,323
401229017,16,56,16,56
401229018,12,50,12,50
401229019,11,33,11,33
401229020,29,114,29,114
401229021,26,75,26,75
401229022,49,164,49,164
401229023,34,112,34,112
401229024,25,72,25,72
401229025,29,88,29,88
401229026,10,38,10,38
401229027,29,109,29,109
401229028,24,83,24,83
401229029,74,244,74,244
401229030,12,40,12,40
401229401,0,0,0,0
401229402,0,0,0,0
401229403,0,0,0,0
401229404,0,0,0,0
401229405,0,0,0,0
401229600,5,23,5,23
401229601,0,0,0,0
401229801,14,43,14,43
401229813,7,19,7,19
401230025,24,71,24,71
401230026,31,97,31,97
401230027,17,52,17,52
401230029,30,90,30,90
401230030,19,65,19,65
401230031,16,49,16,49
401230033,14,54,14,54
401230034,31,90,31,90
401230035,24,73,24,73
401230036,31,98,31,98
401230037,22,59,22,59
401230038,32,95,32,95
401230040,37,106,37,106
401230041,30,77,30,77
401230042,23,65,23,65
401230043,7,19,7,19
401230044,5,15,5,15
401230045,11,29,11,29
401230046,14,38,14,38
401230047,19,50,19,50
401230049,12,37,12,37
401230050,25,86,25,86
401230052,7,20,7,20
401230055,9,38,9,38
401230056,33,124,33,124
401230400,0,0,0,0
401230401,0,0,0,0
401230402,0,0,0,0
401230403,0,0,0,0
401230600,0,0,0,0
401230601,33,109,33,109
401230602,0,0,0,0
401230603,14,57,14,57
401230604,9,30,9,30
401230800,4,11,4,11
401230801,3,8,3,8
401230802,1,4,1,4
401230803,9,23,8,22
401230804,8,25,8,25
401230805,8,22,8,22
401230806,6,29,6,29
401230807,8,20,8,20
401230808,0,0,0,0
401230813,20,64,20,64
401230814,0,0,0,0
401230815,25,94,25,94
401230818,0,0,0,0
401230819,11,38,11,38
401230820,2,7,2,7
401230821,0,0,0,0
401231001,19,57,19,57
401231003,8,24,8,24
401231004,21,79,21,79
401231005,28,80,28,80
401231006,30,85,30,85
401231007,32,86,32,86
401231008,15,53,15,53
401231009,19,47,19,47
401231010,28,74,28,74
401231011,34,95,34,95
401231012,25,60,25,60
401231013,15,41,15,41
401231027,21,70,21,70
401231600,11,28,11,28
401231601,5,13,5,13
401232002,80,207,80,207
401232005,13,44,13,44
401232006,16,38,16,38
401232007,16,51,16,51
401232008,24,82,24,82
401232009,31,102,31,102
401232068,35,111,35,111
401232069,35,120,35,120
401232070,36,112,36,112
401232072,13,40,13,40
401232073,10,33,10,33
401232074,25,80,25,80
401232075,19,65,19,65
401232400,0,0,0,0
401232600,0,0,0,0
401232601,0,0,0,0
401232602,8,23,8,23
401232603,9,32,9,32
401232604,15,55,15,55
401232605,7,16,7,16
401232606,10,33,10,33
401232607,5,19,5,19
401232608,3,13,3,13
401232609,24,92,24,92
401232610,24,65,24,65
401232800,11,33,11,33
401232801,11,32,11,32
401232802,18,62,18,62
401232803,11,35,11,35
401232804,11,32,11,32
401232805,39,138,39,138
401232806,13,34,13,34
401232807,16,53,16,53
401232808,18,56,18,56
401232809,20,58,20,58
401232810,10,27,10,27
401232811,10,40,10,40
401232812,7,22,7,22
401232813,8,23,8,23
401232814,18,57,18,57
401232815,0,0,0,0
401232816,19,49,19,49
401232820,35,91,35,91
401232821,11,31,11,31
401232822,55,147,55,147
401232823,0,0,0,0
401232824,21,46,21,46
401232825,7,14,7,14
401232827,70,192,70,192
401232828,49,119,49,119
401232829,9,28,9,28
401232830,10,35,10,35
401232831,7,19,7,19
401232832,0,0,0,0
401232833,0,0,0,0
401234019,27,81,27,81
401234020,26,92,26,92
401234021,44,126,44,126
401234022,90,282,90,282
401234023,72,214,72,214
401234024,85,277,85,277
401234025,10,40,10,40
401234700,1,2,1,2
401234701,25,90,25,90
401234702,17,76,16,58
401234703,9,28,9,28
401234704,2,8,2,8
401234705,0,0,0,0
401234706,25,82,25,82
401234707,6,21,6,21
401234708,25,70,25,70
401234803,46,93,46,93
401234804,49,86,49,86
401237600,24,61,24,61
401237601,9,35,9,35
401237602,16,61,16,61
401237603,16,58,16,58
401239600,11,25,11,25
401239601,6,22,6,22
401239602,5,19,5,19
401239603,2,5,2,5
401239604,15,53,15,53
401239605,2,7,2,7
401240600,0,0,0,0
401240601,1,2,1,2
401240602,0,0,0,0
401240603,0,0,0,0
401240604,0,0,0,0
401240605,0,0,0,0
401240606,0,0,0,0
401240607,0,0,0,0
401240608,0,0,0,0
401240609,0,0,0,0
401240610,0,0,0,0
401240611,0,0,0,0
401240612,0,0,0,0
401240613,0,0,0,0
401240614,0,0,0,0
401240615,0,0,0,0
401240616,1,3,1,3
401240617,0,0,0,0
401240618,0,0,0,0
401332011,16,47,16,47
401332014,32,87,32,87
401332015,29,90,29,90
401332016,21,64,21,64
401332017,31,85,31,85
401332018,16,42,16,42
401332019,21,61,21,61
401332020,19,58,19,58
401332023,23,85,23,85
401332027,12,39,12,39
401332028,34,100,34,100
401332031,41,141,41,141
401332600,16,49,16,49
401332601,21,55,21,55
401332602,20,60,20,60
401332800,11,46,11,46
401332801,7,21,7,21
401332802,0,0,0,0
401332803,3,10,3,10
401340400,0,0,0,0
401340401,0,0,0,0
401340805,0,0,0,0
401340806,1,2,1,2
401340807,1,2,1,2
401340808,3,5,3,5
401340809,0,0,0,0
401340810,2,11,2,11
401340811,0,0,0,0
401340815,0,0,0,0
401432026,32,98,32,98
401432029,15,46,15,46
401432030,30,103,30,103
401432032,27,111,27,111
401432034,8,16,8,16
401432035,4,10,4,10
401432037,11,27,11,27
401432038,3,11,3,11
401432039,10,36,10,36
401432040,21,66,21,66
401432041,36,123,36,123
401432042,26,80,26,80
401432043,21,73,21,73
401432044,30,115,30,115
401432045,21,60,21,60
401432047,15,48,15,48
401432048,10,27,10,27
401432049,12,43,12,43
401432050,6,20,6,20
401432051,9,21,9,21
401432052,12,49,12,49
401432053,11,34,11,34
401432054,12,29,12,29
401432055,11,37,11,37
401432056,12,37,12,37
401432700,10,40,10,40
401432701,6,11,6,11
401432702,0,0,0,0
401432703,25,83,25,83
401432704,12,42,12,42
401432800,7,24,7,24
401432801,12,46,12,46
401432803,17,42,17,42
401432804,26,126,26,126
401432805,23,83,23,83
401432807,16,55,16,55
401432808,17,71,17,71
402002003,11,29,11,29
402002004,5,13,5,13
402002005,12,24,12,24
402002006,19,33,19,33
402003001,0,0,0,0
402003002,9,17,7,15
402003003,6,10,6,10
402004001,1,1,1,1
402004002,14,32,10,25
402005001,1,1,1,1
402005003,36,92,36,92
402006004,1,3,1,3
402006005,12,28,12,28
402006006,23,59,23,59
402007001,7,16,7,16
402007002,0,0,0,0
402007003,0,0,0,0
402007004,0,0,0,0
402008002,8,14,8,14
402008003,12,20,12,20
402008004,13,27,13,27
402101021,1,3,1,3
402101022,9,19,9,19
402101027,11,31,11,31
402101031,15,49,15,49
402101032,4,12,4,12
402101035,11,30,11,30
402101036,5,7,5,7
402101037,3,6,3,6
402101039,4,6,4,6
402101040,5,9,5,9
402101043,7,22,7,22
402101050,1,2,1,2
402101600,6,10,6,10
402101601,7,17,7,17
402101603,0,0,0,0
402101605,11,28,11,28
402101700,9,26,9,26
402101701,8,10,8,10
402201003,1,1,1,1
402201007,1,5,1,5
402201008,2,3,2,3
402201009,5,11,5,11
402201012,1,5,1,5
402201013,4,11,4,11
402201015,3,5,3,5
402201016,3,6,3,6
402201023,3,9,3,9
402201024,3,6,3,6
402201025,0,0,0,0
402201033,1,3,1,3
402201034,4,10,4,10
402201041,2,6,2,6
402201042,3,8,3,8
402201600,0,0,0,0
402201601,0,0,0,0
402201602,3,7,3,7
402201603,13,32,13,32
403003001,0,0,0,0
403003002,0,0,0,0
403003003,6,12,6,12
403003004,4,13,4,13
403003005,18,50,18,50
403003006,2,12,2,12
403003007,9,19,9,19
403003008,18,45,18,45
403003009,17,37,17,37
403003010,24,61,24,61
403003011,10,24,10,24
403003012,10,28,10,28
403003013,23,50,23,50
403003014,21,47,21,47
403003015,4,10,4,10
403003016,4,8,4,8
403003017,20,46,20,46
403003018,15,40,15,40
403003019,6,12,6,12
403003020,2,4,2,4
403004002,2,7,2,7
403004003,6,12,6,12
403004004,0,0,0,0
403004005,0,0,0,0
403004006,0,0,0,0
403004007,0,0,0,0
403004008,2,5,2,5
403004009,10,42,10,42
403004010,21,57,21,57
403004011,17,40,17,40
403004012,0,0,0,0
403004013,23,60,23,60
403004015,2,2,2,2
403004016,8,17,8,17
403004017,12,32,12,32
403004400,0,0,0,0
403004401,0,0,0,0
403004402,0,0,0,0
403004403,0,0,0,0
403004404,0,0,0,0
403004405,0,0,0,0
403004406,0,0,0,0
403004407,0,0,0,0
403004408,0,0,0,0
403004409,0,0,0,0
403004410,0,0,0,0
403004600,9,26,9,26
403004601,38,112,38,112
403005002,0,0,0,0
403005003,3,4,3,4
403005004,1,3,1,3
403005005,1,1,1,1
403005006,0,0,0,0
403005007,1,1,1,1
403005008,7,19,7,19
403005009,5,8,5,8
403005010,2,9,2,9
403005013,3,9,3,9
403005015,3,11,3,11
403005016,0,0,0,0
403005017,4,16,4,16
403005020,8,41,8,41
403005027,0,0,0,0
403005500,0,0,0,0
403005601,6,25,6,25
403005700,4,11,4,11
403005701,4,9,4,9
403005702,4,10,4,10
403005703,0,0,0,0
403005800,5,6,5,6
403009002,46,132,46,132
403009003,42,109,42,109
403009004,0,0,0,0
403011002,8,20,8,20
403011003,10,21,10,21
403011004,38,101,38,101
403101001,1,3,1,3
403101002,20,53,20,53
403101003,11,36,11,36
403101004,12,33,12,33
403101005,18,44,18,44
403101006,16,35,16,35
403101007,10,30,10,30
403101009,1,5,1,5
403101010,2,5,2,5
403101011,12,34,12,34
403101012,4,6,4,6
403101013,14,38,14,38
403101014,28,63,28,63
403101015,21,47,21,47
403101016,20,37,20,37
403101800,8,18,8,18
403101801,7,15,7,15
403101802,9,23,9,23
403102001,41,112,41,112
403102002,14,34,14,34
403102007,18,33,18,33
403102008,22,52,22,52
403102009,17,40,17,40
403102010,9,26,9,26
403102017,20,48,20,48
403102018,16,35,16,35
403102019,17,38,17,38
403102020,28,72,28,72
403102021,15,41,15,41
403102022,12,45,12,45
403102029,32,75,32,75
403102030,16,40,16,40
403102031,0,0,0,0
403102032,26,68,26,68
403102600,9,23,9,23
403106038,14,55,14,55
403106039,6,11,6,11
403106040,6,19,6,19
403106041,14,40,14,40
403106042,10,27,10,27
403106043,9,36,9,36
403106044,9,28,9,28
403106045,9,38,9,38
403106046,12,40,12,40
403106047,15,57,15,57
403106049,0,0,0,0
403106050,13,38,13,38
403106051,12,36,12,36
403106052,9,29,9,29
403106053,16,57,16,57
403106054,10,25,10,25
403106056,11,54,11,54
403106057,7,24,7,24
403106058,8,31,8,31
403106059,11,30,11,30
403106060,9,35,9,35
403106061,9,32,9,32
403106062,15,53,15,53
403106063,8,20,8,20
403106064,7,18,7,18
403106065,7,17,7,17
403106066,8,26,8,26
403106067,10,34,10,34
403106068,9,23,9,23
403106069,14,54,14,54
403106070,11,31,11,31
403106071,7,24,7,24
403106072,3,10,3,10
403106073,5,19,5,19
403106148,0,0,0,0
403106248,10,30,10,30
403106601,7,12,7,12
403106602,19,72,19,72
403106700,8,26,8,26
403106701,31,120,31,120
403106702,20,58,20,58
403106703,4,18,4,18
403106704,11,32,11,32
403106800,8,26,8,26
403106801,8,26,8,26
403107002,29,84,29,84
403107050,20,46,20,46
403107051,19,49,19,49
403107052,15,44,15,44
403107053,17,39,17,39
403107054,17,48,17,48
403107056,10,22,10,22
403107057,0,0,0,0
403107058,12,30,12,30
403107059,7,20,7,20
403107061,7,19,7,19
403107063,9,25,9,25
403107064,11,33,11,33
403107093,17,46,17,46
403107094,25,68,25,68
403107095,32,104,32,104
403107249,24,81,24,81
