CODCOMP,H_TOT,P_TOT,H_PAR,P_TOT_PAR
403107349,22,64,22,64
403107350,8,30,8,30
403107351,12,38,12,38
403107353,12,27,12,27
403107354,13,34,13,34
403107355,5,19,5,19
403107356,34,85,34,85
403107357,42,129,42,129
403107358,10,27,10,27
403107359,16,40,16,40
403107400,0,0,0,0
403107401,0,0,0,0
403107402,0,0,0,0
403107403,0,0,0,0
403107404,0,0,0,0
403107405,0,0,0,0
403107406,0,0,0,0
403107407,0,0,0,0
403107600,23,57,23,57
403107800,14,61,14,61
403107801,4,11,4,11
403107802,13,43,13,43
403107803,0,0,0,0
403108006,1,1,1,1
403108023,2,2,2,2
403108024,0,0,0,0
403108027,4,7,4,7
403108028,0,0,0,0
403108029,0,0,0,0
403108047,1,3,1,3
403108048,0,0,0,0
403108049,1,1,1,1
403108050,2,5,1,1
403108051,0,0,0,0
403108052,1,1,1,1
403108053,3,4,3,4
403108054,0,0,0,0
403108092,0,0,0,0
403108093,0,0,0,0
403108094,0,0,0,0
403108095,3,6,3,6
403108096,0,0,0,0
403108097,2,2,2,2
403108102,0,0,0,0
403108106,0,0,0,0
403108108,0,0,0,0
403108109,2,3,2,3
403108400,0,0,0,0
403108600,0,0,0,0
403108601,0,0,0,0
403108700,3,8,3,8
403108701,1,2,1,2
403108800,1,1,1,1
403108801,1,2,1,2
403108802,2,5,2,5
403108803,0,0,0,0
403108804,3,10,3,10
403108805,1,2,1,2
403201017,7,14,7,14
403201018,27,57,27,57
403201019,20,62,20,62
403201020,20,44,20,44
403201021,25,57,25,57
403201022,18,56,17,54
403201023,22,50,22,50
403201024,7,24,7,24
403201025,18,59,18,59
403201026,25,60,25,60
403201027,31,83,31,83
403201028,23,75,22,63
403201029,14,36,13,28
403201030,30,77,30,77
403201031,20,37,20,37
403201401,0,0,0,0
403202003,13,24,13,24
403202004,3,9,3,9
403202005,17,41,17,41
403202006,17,43,17,43
403202011,19,33,19,33
403202012,22,51,22,51
403202013,15,33,15,33
403202014,0,0,0,0
403202015,16,40,16,40
403202016,19,42,19,42
403202023,0,0,0,0
403202024,20,48,20,48
403202025,17,45,17,45
403202026,7,21,7,21
403202027,13,36,13,36
403202028,12,34,12,34
403202034,7,18,7,18
403206001,6,21,6,21
403206002,16,36,16,36
403206003,17,42,17,42
403206004,37,117,37,117
403206005,11,34,11,34
403206007,45,126,45,126
403206008,51,131,51,131
403206009,20,60,20,60
403206011,6,12,6,12
403206012,14,54,13,30
403206034,27,60,27,60
403206035,4,12,4,12
403206062,31,87,31,87
403206063,30,88,30,88
403206064,33,111,33,111
403206065,0,0,0,0
403206066,0,0,0,0
403206067,25,75,25,75
403206068,17,46,17,46
403206069,11,43,11,43
403206070,6,14,6,14
403206071,10,21,10,21
403206072,12,42,12,42
403206073,11,27,11,27
403206074,14,36,14,36
403206076,6,22,6,22
403206078,5,17,5,17
403206600,54,137,54,137
403206700,5,12,5,12
403206701,6,14,6,14
403206702,6,17,6,17
403206703,10,36,10,36
403206704,9,35,9,35
403206705,14,63,14,63
403206800,52,158,52,158
403207003,22,68,22,68
403207004,21,54,21,54
403207005,25,63,25,63
403207006,15,71,15,71
403207007,15,50,15,50
403207008,9,29,9,29
403207010,71,249,71,249
403207011,0,0,0,0
403207012,15,33,14,31
403207013,25,57,25,57
403207014,29,77,29,77
403207015,34,114,34,114
403207016,33,100,33,100
403207017,15,40,15,40
403207018,23,51,23,51
403207019,0,0,0,0
403207020,43,129,43,129
403207021,41,111,41,111
403207026,21,65,21,65
403207027,24,80,24,80
403207028,31,120,31,120
403207096,7,20,7,20
403207097,16,43,16,43
403207098,13,34,13,34
403207099,7,21,7,21
403207100,9,23,9,23
403207101,11,30,11,30
403207103,7,19,7,19
403207104,17,51,17,51
403207105,49,176,49,176
403207122,26,63,26,63
403207222,39,74,39,74
403207401,0,0,0,0
403207700,3,14,3,14
403207701,13,44,13,44
403207702,1,3,1,3
403207703,0,0,0,0
403207704,2,8,2,8
403208001,3,5,3,5
403208002,4,12,4,12
403208003,5,14,5,14
403208004,1,1,1,1
403208007,0,0,0,0
403208008,2,3,2,3
403208009,3,8,3,8
403208010,2,12,2,12
403208011,2,4,2,4
403208013,4,8,4,8
403208015,3,6,3,6
403208017,3,10,3,10
403208018,0,0,0,0
403208019,0,0,0,0
403208020,1,3,1,3
403208021,5,12,5,12
403208033,0,0,0,0
403208034,2,8,2,8
403208035,4,8,4,8
403208036,2,8,2,8
403208098,0,0,0,0
403208099,0,0,0,0
403208100,0,0,0,0
403208110,0,0,0,0
403208111,1,2,1,2
403208112,0,0,0,0
403208113,3,6,3,6
403208114,1,4,1,4
403208115,3,6,3,6
403208116,1,2,1,2
403208117,1,2,1,2
403208118,2,4,2,4
403208119,2,3,2,3
403208120,0,0,0,0
403208400,0,0,0,0
403208401,0,0,0,0
403208402,0,0,0,0
403208500,0,0,0,0
403208700,0,0,0,0
403208701,1,1,1,1
403208702,6,18,6,18
403208801,1,2,1,2
403210008,10,36,10,36
403210009,14,53,14,53
403210011,15,42,15,42
403210012,0,0,0,0
403210013,2,5,2,5
403210014,3,6,3,6
403210602,21,75,21,75
403210700,9,43,9,43
403210701,20,58,20,58
403210702,6,24,6,24
403210703,23,81,23,81
403212009,12,37,12,37
403212010,8,25,8,25
403212011,8,18,8,18
403212012,10,33,10,33
403212013,9,24,9,24
403212600,18,54,18,54
403212700,10,31,10,31
403212701,14,46,14,46
403212801,5,10,5,10
403306016,13,36,13,36
403306017,16,41,16,41
403306018,22,54,22,54
403306019,7,18,7,18
403306020,25,75,25,75
403306021,18,45,18,45
403306022,8,20,8,20
403306023,8,14,8,14
403306024,2,4,2,4
403306025,13,41,13,41
403306026,17,39,17,39
403306027,15,28,15,28
403306028,22,62,22,62
403306029,5,11,5,11
403306030,17,51,17,51
403306031,12,35,12,35
403306032,20,52,20,52
403306033,13,31,13,31
403306034,0,0,0,0
403306035,18,45,18,45
403306036,2,7,2,7
403306038,16,26,16,26
403306039,15,29,15,29
403306700,12,25,12,25
403306701,17,53,17,53
403307023,36,90,36,90
403307024,9,25,9,25
403307025,38,103,38,103
403307031,6,16,6,16
403307032,11,39,11,39
403307033,22,65,22,65
403307034,15,44,15,44
403307035,13,43,13,43
403307036,7,19,7,19
403307037,21,52,21,52
403307038,17,42,17,42
403307039,11,26,11,26
403307040,1,1,1,1
403307041,12,31,12,31
403307042,19,48,19,48
403307043,19,55,19,55
403307044,20,41,20,41
403307045,12,38,12,38
403307046,0,0,0,0
403307047,10,25,10,25
403307048,14,28,14,28
403307087,0,0,0,0
403307092,11,33,11,33
403307600,31,89,31,89
403307601,4,12,4,12
403308030,0,0,0,0
403308031,0,0,0,0
403308032,3,15,3,15
403308037,1,1,1,1
403308038,4,12,4,12
403308039,4,6,4,6
403308041,2,10,2,10
403308042,3,6,3,6
403308043,0,0,0,0
403308044,1,2,1,2
403308045,3,11,3,11
403308055,0,0,0,0
403308057,2,3,2,3
403308060,3,4,3,4
403308061,2,7,2,7
403308062,2,2,2,2
403308063,2,2,2,2
403308068,0,0,0,0
403308091,0,0,0,0
403308122,3,8,3,8
403308123,2,3,2,3
403308124,5,12,5,12
403308125,2,4,2,4
403308128,1,3,1,3
403308129,3,5,3,5
403308159,3,6,3,6
403308259,4,5,4,5
403308400,0,0,0,0
403308401,0,0,0,0
403308402,0,0,0,0
403308403,0,0,0,0
403308404,0,0,0,0
403308406,0,0,0,0
403308407,0,0,0,0
403308600,0,0,0,0
403308601,3,7,3,7
403308603,0,0,0,0
403310017,6,20,6,20
403310018,2,10,2,10
403310020,6,16,6,16
403310021,14,38,14,38
403310022,6,16,6,16
403310600,13,39,13,39
403310601,17,47,17,47
403310602,10,34,10,34
403310603,15,51,15,51
403310606,1,4,1,4
403310700,7,33,7,33
403310701,12,44,12,44
403310705,4,13,4,13
403310706,18,58,18,58
403310811,4,24,4,24
403312001,25,73,25,73
403312004,11,25,11,25
403312005,4,8,4,8
403312600,22,55,22,55
403407066,0,0,0,0
403407067,22,57,22,57
403407068,5,13,5,13
403407069,10,29,10,29
403407070,6,20,6,20
403407072,9,29,9,29
403407073,14,38,14,38
403407074,15,39,15,39
403407075,5,14,5,14
403407076,8,25,8,25
403407077,30,84,30,84
403407078,29,85,29,85
403407079,27,96,27,96
403407088,7,19,7,19
403407093,28,81,28,81
403407094,34,107,34,107
403407099,0,0,0,0
403407100,0,0,0,0
403407400,0,0,0,0
403407602,8,26,8,26
403407603,6,22,6,22
403407700,19,58,19,58
403407701,0,0,0,0
403407702,0,0,0,0
403407703,12,38,12,38
403407801,31,96,31,96
403408064,1,3,1,3
403408065,2,4,2,4
403408066,1,2,1,2
403408067,1,1,1,1
403408069,1,2,1,2
403408072,0,0,0,0
403408073,1,4,1,4
403408074,1,2,1,2
403408075,0,0,0,0
403408076,3,4,3,4
403408077,3,4,3,4
403408078,4,7,4,7
403408079,4,14,4,14
403408080,1,2,1,2
403408081,2,2,2,2
403408083,1,2,1,2
403408085,0,0,0,0
403408086,1,1,1,1
403408087,0,0,0,0
403408088,0,0,0,0
403408089,1,2,1,2
403408128,1,2,1,2
403408129,1,2,1,2
403408400,0,0,0,0
403408401,0,0,0,0
403408402,0,0,0,0
403408403,0,0,0,0
403408404,0,0,0,0
403408405,0,0,0,0
403408600,0,0,0,0
403408601,3,7,3,7
403408602,0,0,0,0
403408800,0,0,0,0
403408801,0,0,0,0
403408802,1,1,1,1
403410002,0,0,0,0
403410600,141,387,141,387
403410601,0,0,0,0
403410802,51,164,51,164
403412600,11,30,11,30
403412601,17,52,17,52
403412602,8,22,8,22
403510600,6,20,6,20
403510601,1,1,1,1
403510602,0,0,0,0
403510603,6,13,6,13
403510604,2,6,2,6
403610600,1,3,1,3
403610601,8,10,8,10
403610602,3,6,3,6
403610603,0,0,0,0
403610604,0,0,0,0
403610605,4,9,4,9
404001001,0,0,0,0
404001002,1,1,1,1
404001003,0,0,0,0
404001004,0,0,0,0
404001600,3,12,3,12
404002004,0,0,0,0
404002005,0,0,0,0
404002600,1,4,1,4
404002601,1,2,1,2
404003002,0,0,0,0
404003003,13,21,13,21
404003004,2,2,2,2
404004001,16,34,16,34
404004003,6,13,6,13
404004004,3,5,3,5
404006001,8,27,8,27
404006002,0,0,0,0
404006003,0,0,0,0
404105004,1,2,1,2
404105005,6,11,6,11
404105006,12,22,12,22
404105008,1,3,1,3
404105009,1,2,1,2
404105600,28,64,28,64
404205600,6,14,6,14
404205601,3,8,3,8
404205602,5,12,5,12
404205603,1,1,1,1
405003013,2,3,2,3
405003014,2,6,2,6
405004003,17,54,17,54
405004004,34,99,34,99
405004005,0,0,0,0
405006003,14,41,14,41
405006004,9,20,9,20
405007002,5,10,5,10
405007003,3,8,3,8
405008001,0,0,0,0
405008002,1,2,1,2
405009001,4,8,4,8
405009002,10,24,10,24
405009003,1,3,1,3
405010001,13,31,13,31
405010002,0,0,0,0
405010003,1,3,1,3
405010004,2,3,2,3
405011001,0,0,0,0
405011002,2,3,2,3
405011003,36,99,36,99
405011004,0,0,0,0
405012004,37,90,37,90
405012005,12,29,12,29
405012006,16,42,16,42
405012007,1,3,1,3
405013002,0,0,0,0
405013003,0,0,0,0
405013004,0,0,0,0
405013005,0,0,0,0
405013006,2,4,2,4
405101001,17,52,17,52
405101002,9,25,9,25
405101003,7,25,7,25
405101004,4,13,4,13
405101005,13,42,13,42
405101006,6,22,6,22
405101008,12,34,12,34
405101035,41,127,41,127
405101036,8,24,8,24
405101040,8,28,8,28
405101041,8,25,8,25
405101042,0,0,0,0
405101043,12,44,12,44
405101400,0,0,0,0
405101401,0,0,0,0
405101402,0,0,0,0
405101500,0,0,0,0
405101600,5,17,5,17
405101601,21,59,21,59
405102014,16,39,16,39
405102015,23,70,23,70
405102016,19,61,19,61
405102017,16,40,16,40
405102018,22,60,22,60
405102019,23,73,23,73
405102020,22,55,22,55
405102021,19,54,19,54
405102022,25,80,25,80
405102023,16,64,16,64
405102024,9,32,9,32
405102025,45,88,45,88
405102026,15,48,15,48
405102027,16,55,16,55
405102028,21,59,21,59
405102029,10,28,10,28
405201010,11,30,11,30
405201012,9,25,9,25
405201013,14,33,14,33
405201016,13,44,13,44
405201017,16,44,16,44
405201019,16,31,16,31
405201020,12,24,12,24
405201021,19,42,19,42
405201022,0,0,0,0
405201023,18,49,18,49
405201024,15,45,15,45
405201025,10,21,10,21
405201028,16,44,16,44
405201029,26,70,26,70
405201030,10,24,10,24
405201032,16,45,16,45
405201033,11,33,11,33
405201400,0,0,0,0
405201401,0,0,0,0
405201402,0,0,0,0
405201403,0,0,0,0
405201404,0,0,0,0
405201405,0,0,0,0
405201406,0,0,0,0
405201407,0,0,0,0
405201600,11,30,11,30
405201601,19,48,19,48
405201602,26,89,26,89
405201603,15,43,15,43
405201604,16,36,16,36
405201605,20,48,20,48
405202001,0,0,0,0
405202003,10,32,10,32
405202004,14,38,14,38
405202005,2,5,2,5
405202007,24,76,24,76
405202008,30,85,30,85
405202009,23,70,23,70
405202011,0,0,0,0
405202012,0,0,0,0
405202013,2,3,2,3
405202030,12,41,12,41
405202031,10,24,10,24
405202032,0,0,0,0
405202033,16,48,16,48
405202034,12,28,12,28
405202036,16,40,16,40
405202037,4,11,4,11
405202038,13,44,13,44
405202039,1,2,1,2
405202040,6,18,6,18
405202106,4,12,4,12
405202135,7,19,7,19
405202206,0,0,0,0
405202235,0,0,0,0
405202400,0,0,0,0
405202404,0,0,0,0
405202405,0,0,0,0
405202406,0,0,0,0
405202407,0,0,0,0
405202408,0,0,0,0
405202410,0,0,0,0
405202411,0,0,0,0
405202412,0,0,0,0
405202413,0,0,0,0
405202414,0,0,0,0
405202415,0,0,0,0
405202416,0,0,0,0
405202417,0,0,0,0
405202418,0,0,0,0
405202419,0,0,0,0
405202420,0,0,0,0
405202421,0,0,0,0
405202422,0,0,0,0
405202423,0,0,0,0
405202424,0,0,0,0
405202425,0,0,0,0
405202426,0,0,0,0
405202427,0,0,0,0
405202428,0,0,0,0
405202429,0,0,0,0
405202430,0,0,0,0
405202431,0,0,0,0
405202432,0,0,0,0
405202433,0,0,0,0
405202434,0,0,0,0
405202435,0,0,0,0
405202436,0,0,0,0
405202437,0,0,0,0
405202500,0,0,0,0
405202501,0,0,0,0
405202502,0,0,0,0
405202600,2,9,2,9
405205054,12,42,12,42
405205055,7,21,7,21
405205056,8,33,8,33
405205057,12,44,12,44
405205058,6,24,6,24
405205060,8,25,8,25
405205061,6,16,6,16
405205062,15,50,15,50
405205400,0,0,0,0
405205401,0,0,0,0
405205600,10,25,10,25
405305004,5,20,5,20
405305005,13,35,13,35
405305007,7,13,7,13
405305008,5,15,5,15
405305800,2,4,2,4
405405400,0,0,0,0
405405600,16,51,16,51
405405601,0,0,0,0
405405602,0,0,0,0
405405603,0,0,0,0
405405604,14,49,14,49
405405801,0,0,0,0
405405802,0,0,0,0
405405803,12,49,12,49
405405805,11,47,11,47
405405806,11,35,11,35
405405807,9,33,9,33
405405809,13,43,13,43
405405811,15,52,15,52
405405813,11,56,11,56
405405814,12,45,12,45
405405815,12,42,12,42
405405816,14,52,14,52
405405817,8,29,8,29
405405818,7,24,7,24
405405819,2,9,2,9
406001001,14,39,14,39
406001002,1,3,1,3
406001003,2,5,2,5
406001004,10,54,10,54
406001005,9,27,9,27
406001006,8,30,8,30
406001007,25,63,25,63
406001008,16,50,16,50
406001009,10,22,10,22
406001010,5,12,5,12
406001011,18,65,18,65
406001012,13,43,13,43
406001013,14,44,14,44
406001014,1,1,1,1
406001016,8,21,8,21
406001017,14,52,14,52
406001018,15,39,15,39
406001019,16,49,16,49
406001020,6,16,6,16
406001021,7,18,7,18
406001025,12,28,12,28
406001026,9,38,9,38
406001027,7,25,7,25
406001028,9,37,9,37
406001029,8,16,8,16
406001030,10,26,10,26
406001032,16,45,16,45
406001033,9,28,9,28
406001401,0,0,0,0
406001402,0,0,0,0
406001403,0,0,0,0
406001404,0,0,0,0
406001405,0,0,0,0
406001406,0,0,0,0
406001407,0,0,0,0
406001408,0,0,0,0
406001600,0,0,0,0
406001601,3,5,3,5
406001602,16,56,16,56
406001803,7,21,7,21
406001900,0,0,0,0
406002001,12,32,12,32
406002002,0,0,0,0
406002003,8,30,8,30
406002004,12,27,12,27
406002005,11,31,11,31
406002006,15,32,15,32
406002007,22,58,22,58
406002008,21,49,21,49
406002009,12,35,12,35
406002010,8,24,8,24
406002011,13,34,13,34
406002012,10,22,10,22
406002013,18,54,18,54
406002014,12,31,12,31
406002015,5,12,5,12
406002016,16,41,16,41
406002017,17,40,17,40
406002020,11,31,11,31
406002021,14,40,14,40
406002022,13,44,13,44
406002023,5,19,5,19
406002026,9,43,8,23
406002400,0,0,0,0
406002401,0,0,0,0
406002402,0,0,0,0
406002403,0,0,0,0
406002600,15,63,15,63
406004004,8,22,8,22
406004006,11,31,11,31
406004501,8,22,8,22
406005002,14,43,14,43
406005003,4,12,4,12
406005004,7,15,7,15
406007001,4,10,4,10
406007002,2,6,0,0
406007003,2,3,0,0
406008001,10,15,9,14
406008002,4,8,4,8
406008003,4,6,4,6
406009001,17,33,16,32
406009002,1,1,1,1
406009003,1,3,1,3
406103016,1,3,1,3
406103026,4,17,4,17
406103027,6,17,6,17
406103028,7,19,7,19
406103029,4,19,4,19
406103030,6,24,6,24
406103031,10,33,10,33
406103401,0,0,0,0
406103402,0,0,0,0
406103403,0,0,0,0
406103404,0,0,0,0
406103500,0,0,0,0
406103501,0,0,0,0
406103502,0,0,0,0
406103503,0,0,0,0
406103504,0,0,0,0
406103505,0,0,0,0
406103600,1,1,1,1
406103601,12,36,12,36
406103602,0,0,0,0
406103603,13,30,13,30
406103604,5,13,5,13
406103605,9,27,9,27
406103606,10,23,10,23
406103607,2,7,2,7
406103608,24,75,24,75
406103609,4,9,4,9
406103800,13,34,13,34
406103803,10,23,10,23
406106001,2,5,0,0
406106002,21,73,21,73
406203001,16,60,16,60
406203002,15,43,15,43
406203003,18,59,18,59
406203004,15,42,15,42
406203005,12,35,12,35
406203006,16,44,16,44
406203007,4,13,4,13
406203008,15,38,15,38
406203009,17,38,17,38
406203010,0,0,0,0
406203011,35,83,35,83
406203012,13,26,13,26
406203013,11,25,11,25
406203014,5,19,5,19
406203019,7,18,7,18
406206004,5,22,5,22
406206006,6,20,6,20
406206400,0,0,0,0
406206600,2,12,2,12
406206601,7,20,7,20
406206602,0,0,0,0
406206603,18,53,18,53
406206604,0,0,0,0
406206605,7,23,7,23
407001001,1,3,1,3
407001002,13,31,13,31
407001003,6,15,6,15
407001004,6,17,6,17
407001005,3,7,3,7
407001006,2,5,2,5
407001007,3,9,3,9
407001008,6,24,6,24
407001009,9,24,9,24
407001011,1,1,1,1
407001012,2,10,2,10
407001013,2,6,2,6
407001014,1,1,1,1
407001015,5,13,5,13
407001021,2,8,2,8
407001400,0,0,0,0
407001401,0,0,0,0
407001600,5,13,5,13
407001601,1,2,1,2
407001602,1,2,1,2
407001603,0,0,0,0
407001604,2,6,2,6
407002001,0,0,0,0
407002002,5,21,5,21
407002003,13,60,13,60
407002004,6,11,6,11
407002005,2,8,2,8
407002006,0,0,0,0
407002007,3,6,3,6
407002009,9,20,9,20
407002010,9,33,9,33
407002011,8,31,8,31
407002012,3,5,3,5
407002013,1,4,1,4
407002015,2,5,2,5
407002016,8,20,8,20
407002017,4,14,4,14
407002600,4,10,4,10
407003010,3,13,3,13
407003013,0,0,0,0
407003014,3,7,3,7
407003015,1,7,1,7
407003016,1,3,1,3
407003017,2,4,2,4
407003019,6,17,6,17
407003020,5,11,5,11
407003021,2,6,2,6
407003023,1,2,1,2
407003024,3,17,3,17
407003025,0,0,0,0
407003027,1,1,1,1
407003028,1,6,1,6
407003029,1,2,1,2
407003030,2,8,2,8
407003031,5,13,5,13
407003032,1,2,1,2
407003033,1,3,1,3
407003034,0,0,0,0
407003035,0,0,0,0
407003036,1,1,1,1
407003037,0,0,0,0
407003038,0,0,0,0
407003039,0,0,0,0
407003040,0,0,0,0
407003043,0,0,0,0
407003800,4,6,4,6
407003801,0,0,0,0
407003802,0,0,0,0
407003803,0,0,0,0
407003804,1,3,1,3
407004001,1,5,1,5
407004002,5,11,5,11
407004003,4,14,4,14
407004004,5,11,5,11
407004005,4,5,4,5
407004006,4,10,4,10
407004007,2,2,2,2
407004011,3,6,3,6
407004012,9,20,9,20
407004013,2,6,2,6
407004014,0,0,0,0
407004015,10,28,10,28
407004016,5,15,5,15
407004400,0,0,0,0
407004401,0,0,0,0
407004402,0,0,0,0
407004403,0,0,0,0
407004404,0,0,0,0
407004405,0,0,0,0
407004406,0,0,0,0
407004407,0,0,0,0
407004408,0,0,0,0
407004409,0,0,0,0
407004410,0,0,0,0
407004411,0,0,0,0
407004412,0,0,0,0
407004413,0,0,0,0
407004414,0,0,0,0
407004415,0,0,0,0
407004600,1,2,1,2
407004601,0,0,0,0
407004800,4,10,4,10
407004801,9,22,9,22
407004802,4,15,4,15
407004803,6,13,6,13
407004804,0,0,0,0
407004805,2,6,2,6
407004806,0,0,0,0
407005002,1,4,1,4
407005005,9,15,9,15
407005006,0,0,0,0
407005007,5,24,5,24
407005009,2,5,2,5
407005010,3,8,3,8
407005011,0,0,0,0
407005013,3,8,3,8
407005014,1,1,1,1
407005600,3,5,3,5
407005601,5,18,5,18
407005602,3,7,3,7
407005700,5,16,5,16
407005701,8,20,8,20
407005801,0,0,0,0
407005802,7,24,7,24
407005803,3,8,3,8
407005804,4,17,4,17
407005805,3,14,3,14
407005806,1,1,1,1
407006002,5,10,5,10
407006003,10,24,10,24
407006004,4,16,4,16
407008001,9,30,9,30
407008002,9,25,9,25
407008800,4,8,4,8
407009002,12,41,12,41
407009003,1,1,1,1
407009800,18,55,18,55
407107003,4,9,2,4
407107600,0,0,0,0
407107800,6,8,6,8
407207600,5,18,5,18
407207601,7,20,7,20
407207602,12,24,12,24
408001001,4,14,4,14
408001002,4,10,4,10
408001003,8,15,8,15
408001004,3,10,3,10
408001005,5,15,5,15
408001006,7,12,7,12
408001007,16,31,16,31
408001008,2,5,2,5
408001009,12,24,12,24
408001400,0,0,0,0
408001401,0,0,0,0
408001402,0,0,0,0
408001600,0,0,0,0
408002001,0,0,0,0
408002002,1,6,1,6
408002003,5,9,5,9
408002004,9,23,9,23
408002005,3,14,3,14
408002006,5,11,5,11
408002007,2,6,2,6
408002008,3,6,3,6
408002009,3,9,3,9
408002010,2,3,2,3
408002011,6,17,6,17
408002012,5,12,5,12
408002013,4,16,4,16
408002014,4,11,4,11
408002015,5,11,5,11
408002016,6,20,6,20
408002401,0,0,0,0
408002402,0,0,0,0
408002403,0,0,0,0
408002404,0,0,0,0
408002405,0,0,0,0
408002406,0,0,0,0
408002407,0,0,0,0
408002408,0,0,0,0
408002409,0,0,0,0
408003001,11,31,11,31
408003002,8,19,8,19
408003003,4,10,4,10
408003004,7,16,7,16
408003005,2,7,2,7
408003006,3,4,3,4
408003007,2,8,2,8
408003008,3,8,3,8
408003009,6,13,6,13
408003010,10,32,10,32
408003011,8,13,8,13
408003012,0,0,0,0
408003400,0,0,0,0
408003401,0,0,0,0
408004001,6,14,6,14
408004002,6,19,6,19
408004003,9,16,9,16
408004004,6,21,6,21
408004005,8,26,8,26
408004006,6,18,6,18
408004007,4,5,4,5
408004008,4,11,4,11
408004010,9,24,9,24
408004400,0,0,0,0
408004600,0,0,0,0
408004601,5,11,5,11
408005003,1,2,1,2
408005004,3,13,3,13
408005005,5,14,5,14
408005006,2,5,2,5
408005007,2,5,2,5
408005008,6,17,6,17
408005009,8,26,8,26
408005010,4,17,4,17
408005011,5,15,5,15
408005012,4,16,4,16
408005600,0,0,0,0
408005800,2,7,2,7
408005801,7,31,7,31
408005802,8,21,8,21
408005803,9,29,9,29
408005804,5,28,5,28
408005807,0,0,0,0
408005808,5,21,5,21
408005809,11,27,11,27
408005810,4,20,4,20
408006001,3,18,3,18
408006002,3,5,3,5
408006003,4,17,4,17
408006004,3,9,3,9
408006005,2,7,2,7
408006006,3,5,3,5
408006007,4,10,4,10
408006008,1,1,1,1
408006009,11,29,11,29
408006010,11,23,11,23
408006011,3,10,3,10
408006012,1,4,1,4
408006401,0,0,0,0
408006402,0,0,0,0
408006403,0,0,0,0
408006600,2,18,2,18
408006601,4,16,4,16
408006602,0,0,0,0
408007001,13,28,13,28
408007002,4,14,4,14
408009002,0,0,0,0
408009003,8,17,8,17
408009004,4,7,4,7
408009005,10,31,10,31
408010002,13,45,13,45
408010003,0,0,0,0
408010004,4,11,4,11
408011001,0,0,0,0
408011002,1,4,1,4
408108001,4,11,4,11
408108003,0,0,0,0
408108004,0,0,0,0
408108600,6,24,6,24
408208600,4,23,4,23
408208601,3,14,3,14
408208602,7,33,7,33
408208603,0,0,0,0
409001400,0,0,0,0
409001600,6,26,6,26
409002001,5,8,5,8
409002002,2,3,2,3
409003001,7,19,7,19
409003002,10,25,10,25
409003003,9,22,9,22
